address,building_count,company,house,house_count,name,price,type,url,year
(湖里湖里大道)兴隆路259-263号,1栋,厦门联发（集团）房地产公司,,42户,兴隆路259-263,,板楼,https://xm.lianjia.com/xiaoqu/3911057419032/,1997年建成 
(湖里五缘湾)五缘东三里,6栋,厦门市住宅建设总公司,,736户,五缘公寓,,板楼,https://xm.lianjia.com/xiaoqu/3911057775128/,2008年建成 
(湖里南山路)竹坑路8号,1栋,繁华（厦门）置业有限公司,,134户,深汇大厦,,板楼,https://xm.lianjia.com/xiaoqu/3911057381509/,1998年建成 
(湖里东渡)海山路2-12号,2栋,华龙置业房地产开发有限公司北京华龙美晟销售分公司,,85户,明月园,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911056370819/,1982年建成 
(湖里保税区)悦华公寓,14栋,厦门华星开发商,,326户,悦华公寓,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057496353/,1994年建成 
(湖里东渡)东渡路139-153,2栋,厦门住宅总公司,,112户,桥东小区,,板楼,https://xm.lianjia.com/xiaoqu/3912196081578591/,1990年建成 
(湖里东渡)东渡路,4栋,无,,138户,东渡社区,,板楼,https://xm.lianjia.com/xiaoqu/3911056359735/,1998年建成 
"(湖里祥店)祥店里176#101, 祥店里165号, 祥店里165-101号",1栋, 大理耀鹏房地产开发有限责任公司,,4户,古民居街,,板楼,https://xm.lianjia.com/xiaoqu/3912042314198883/,1996年建成 
"(湖里五缘湾)日圆一里35号, 日圆一里44-1号, 日圆一里30号",6栋,暂无信息,,6户,建发央墅,,板楼,https://xm.lianjia.com/xiaoqu/3914958078209121/,暂无信息 
(湖里SM)乌石浦二里,1栋,暂无信息,,36户,乌石浦小区,,未知类型,https://xm.lianjia.com/xiaoqu/3911053741136/,2003年建成 
(湖里东渡)和宁路127号,2栋,厦门禹洲集团股份有限公司,,213户,禹洲棕榈城二期,,塔板结合,https://xm.lianjia.com/xiaoqu/3911057281059/,1997年建成 
(湖里殿前)长乐路270-292号,2栋,无开发商,,274户,长乐村B组,,塔板结合,https://xm.lianjia.com/xiaoqu/3911058032256/,1999年建成 
(湖里江头)台湾街24号,4栋, 合肥万科瑞翔地产有限公司,,101户,江头工商局宿舍,,板楼,https://xm.lianjia.com/xiaoqu/3911792320310393/,1998年建成 
(湖里枋湖)枋湖西一里35-37号,3栋,厦门福龙城房地产开发有限公司,,136户,龙湖花园一期,,塔楼,https://xm.lianjia.com/xiaoqu/3911057448736/,2008年建成 
(湖里SM)禾山路515到519号,3栋,长兴嘉信房地产开发有限公司,,126户,嘉信公寓,,板楼,https://xm.lianjia.com/xiaoqu/397035034283334/,1992年建成 
(湖里SM)园山南路806,2栋,无开发商,,480户,赛格电子广场,,板楼,https://xm.lianjia.com/xiaoqu/3911088488051237/,1986年建成 
(湖里祥店)祥店二路39号,1栋,包头市闽南置业有限责任公司,,2户,第二城闽南印象,,板楼,https://xm.lianjia.com/xiaoqu/3920023368313361/,2000年建成 
(湖里机场区)枋湖北二路83号,6栋,福建三建工程有限公司,,80户,福建三建宿舍,,板楼,https://xm.lianjia.com/xiaoqu/3912287378469111/,1985年建成 
